Reading No;Time;Type;Duration;Units;Sequence;Alloy1;Alloy2;Flags;SAMPLE;HEAT;LOT;BATCH;MISC;NOTE;Res;EScale;Shape Time;User Login;LOCATION;INSPECTOR;Fundstelle;Schnitt Nummer;Art des Materials;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Pd;Pd Error;Ag;Ag Error;Ru;Ru Error;Mo;Mo Error;Nb;Nb Error;Zr;Zr Error;Bi;Bi Error;Se;Se Error;W;W Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Al;Al Error;LEC;LEC Error;Pb;Pb Error;Zn;Zn Error;Cu;Cu Error;S;S Error;P;P Error;Si;Si Error;Mg;Mg Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;As;As Error;Hg;Hg Error;Au;Au Error;Bal;Bal Error;Y;Y Error;Ce;Ce Error;La;La Error;Ba;Ba Error;Ca;Ca Error;K;K Error;Cl;Cl Error;Sc;Sc Error;Cs;Cs Error;Te;Te Error
104;21.09.2023 16:59;General Metals;41,18;%;Final;No Match : *6.00;No Match : *6.31;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;0,05;0,016;<LOD;0,029;<LOD;0,024;<LOD;0,023;<LOD;0,161;<LOD;0,008;<LOD;0,005;<LOD;0,003;<LOD;0,005;0,055;0,019;<LOD;0,017;<LOD;0,077;;;;;;;<LOD;0,051;<LOD;0,064;0,57;0,032;<LOD;0,073;<LOD;0,033;0,041;0,012;0,159;0,016;5,119;0,424;;;1,066;0,055;2,244;0,063;80,861;0,406;<LOD;0,002;1,114;0,034;8,55;0,123;<LOD;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;21.09.2023 17:05;General Metals;40,36;%;Final;No Match : *6.90;No Match : *6.90;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;0,023;<LOD;0,021;<LOD;0,019;<LOD;0,019;<LOD;0,042;<LOD;0,006;<LOD;0,003;<LOD;0,002;<LOD;0,003;0,036;0,017;<LOD;0,013;<LOD;0,085;;;;;;;<LOD;0,043;<LOD;0,065;1,04;0,04;<LOD;0,063;<LOD;0,028;0,046;0,011;0,14;0,014;8,145;0,375;;;1,498;0,058;3,901;0,07;69,875;0,338;<LOD;0,002;2,42;0,039;12,867;0,123;<LOD;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;21.09.2023 17:06;General Metals;40,67;%;Final;No Match : *6.31;No Match : *6.90;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;0,023;<LOD;0,021;<LOD;0,019;<LOD;0,018;<LOD;0,064;<LOD;0,006;<LOD;0,003;<LOD;0,002;<LOD;0,003;<LOD;0,029;<LOD;0,013;<LOD;0,086;;;;;;;<LOD;0,041;<LOD;0,062;0,964;0,036;<LOD;0,061;<LOD;0,026;0,053;0,01;0,135;0,013;7,104;0,324;;;1,453;0,055;4,426;0,07;71,626;0,297;<LOD;0,002;2,481;0,035;11,69;0,106;<LOD;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;21.09.2023 17:13;TestAll Geo;330,36;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;420,19;54,85;39,67;5,03;<LOD;23,73;249,85;54,46;376,96;24,8;;;<LOD;1,5;<LOD;38,91;<LOD;163;<LOD;1842,34;<LOD;46,84;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;104,54;<LOD;85,65;9930,01;254;<LOD;77,45;<LOD;42,4;66,01;7,95;793,44;29,87;137402;2924,79;;;11404,09;281,38;39418,11;382,5;636462,69;4123,56;4394,01;213,1;42872,67;944,27;91756,08;1546,64;<LOD;6753,45;15,34;8,47;<LOD;300000;<LOD;78,61;<LOD;7270,9;2732,62;251,9;<LOD;333,15;<LOD;300000;<LOD;1,5;<LOD;40,86;342,47;73,33;206,51;59,24;374,83;90,16;3779,51;71,72;979,64;76,61;5264,63;102,45;<LOD;2,17;914,63;69,92;1549,04;133,79
108;21.09.2023 17:31;TestAll Geo;330,23;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;1011,24;67,22;105,68;6,65;<LOD;21,65;207,46;51,74;819,16;35,61;;;<LOD;1,5;<LOD;50,44;<LOD;208,68;<LOD;2355,02;<LOD;53,3;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;148,51;66,57;<LOD;84,22;10523,94;261,91;<LOD;82,96;<LOD;40,2;45,24;7,78;843,05;34,43;216200,97;3706,98;;;10426,39;242,53;12452,4;192,75;563153,88;3213,8;2459,12;140,42;17949,31;635,26;119918,88;2227,92;<LOD;5454,82;14,76;7,65;<LOD;300000;125,25;66,43;9965,42;6129,92;5918,33;259,45;<LOD;289,44;<LOD;300000;<LOD;1,5;<LOD;42,56;261,14;68,06;157,43;55,23;294,35;84,87;2350,59;49,87;2306,45;80,66;6497,76;136,06;4,13;1,06;571,75;62,64;1156,43;117,88
109;21.09.2023 17:33;General Metals;40,01;%;Final;No Match : *6.59;No Match : *6.72;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;0,024;0,01;0,04;0,011;<LOD;0,016;<LOD;0,015;<LOD;0,129;<LOD;0,005;<LOD;0,003;<LOD;0,002;<LOD;0,003;0,145;0,022;<LOD;0,014;<LOD;0,056;;;;;;;<LOD;0,034;<LOD;0,058;1,076;0,039;<LOD;0,059;<LOD;0,023;0,06;0,011;0,252;0,016;13,085;0,348;;;1,515;0,053;1,36;0,046;64,57;0,31;<LOD;0,002;0,979;0,025;16,763;0,126;<LOD;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;21.09.2023 17:37;General Metals;40,61;%;Final;No Match : *6.31;No Match : *6.75;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;0,027;0,011;0,042;0,011;<LOD;0,016;<LOD;0,016;<LOD;0,122;<LOD;0,005;<LOD;0,003;<LOD;0,002;<LOD;0,003;0,152;0,022;<LOD;0,013;<LOD;0,057;;;;;;;<LOD;0,039;<LOD;0,055;0,904;0,035;<LOD;0,059;<LOD;0,025;0,04;0,01;0,206;0,016;11,567;0,329;;;1,317;0,05;1,52;0,047;69,021;0,301;<LOD;0,002;1,033;0,024;14,076;0,113;<LOD;0,002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;21.09.2023 17:51;TestAll Geo;318,12;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;57,89;6,86;<LOD;0,75;<LOD;6,95;43,88;6,07;<LOD;4,09;;;<LOD;1,5;16,9;1,6;108,14;2,73;<LOD;47,33;<LOD;2;<LOD;34,66;<LOD;1,5;<LOD;1,5;<LOD;1,5;121,95;16,25;<LOD;98,82;43537,71;207,97;608,45;39,69;207,36;11,56;140,64;7,33;4596,45;47,98;139381,84;1669,16;;;26,33;3,39;162,17;8,04;35,84;8,7;664,51;116,32;1608,73;80,85;170346,13;915,59;<LOD;1806,18;200,36;3,09;<LOD;4,92;158,22;3,23;5,59;0,72;13,08;2,87;<LOD;32,48;0,37;0,15;568907,94;2936,11;25,9;1,87;241,77;22,84;151,01;18,79;591,03;25,47;22264,12;138,39;28716,47;210,47;6615,8;62,17;24,64;2,77;27,17;8,91;454,68;16,91
112;25.09.2023 09:44;TestAll Geo;330,08;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;62,64;8,53;<LOD;0,94;<LOD;8,8;40,25;7,42;<LOD;5,32;;;<LOD;1,5;16,66;1,83;101,73;3,09;<LOD;53,11;<LOD;2,68;<LOD;44,79;<LOD;1,5;<LOD;1,5;<LOD;1,5;89,03;19,76;<LOD;112,71;42181,66;234,83;575,77;44,63;118,19;7,45;130,1;7,31;2402,8;36,32;81863,48;1290,31;;;28,6;3,96;161,39;9,34;21,75;10,66;414,3;75,13;503,54;81,72;128305,26;852,47;<LOD;1917,3;204,72;3,58;<LOD;5,43;156,6;3,66;4,89;0,81;10,71;3,31;<LOD;37,9;0,4;0,17;673556,63;2596,36;24,84;2,12;237,04;28,17;138,29;23,07;532,26;30,98;13949,02;87,02;16846,14;130,31;6117,4;64,24;15,89;1,75;<LOD;16,36;472,46;21,06
113;25.09.2023 10:19;TestAll Geo;330,19;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;66,85;8,56;<LOD;0,93;<LOD;8,67;43,48;7,5;<LOD;5,37;;;<LOD;1,5;17,02;1,81;104,87;3,09;<LOD;52,91;<LOD;2,66;<LOD;43,06;<LOD;1,5;<LOD;1,5;<LOD;1,5;89,49;19,45;<LOD;111,04;42220,59;232,68;541,96;43,66;122,81;7,48;125,37;7,28;2403,79;36,2;85258,88;1327,67;;;23,73;3,78;162,18;9,24;24,51;10,59;448,51;76,01;669,35;83,94;132888,17;868,9;<LOD;1930,18;207,32;3,57;<LOD;5,33;154,96;3,61;5,01;0,8;16,85;3,32;<LOD;37,83;0,43;0,18;665053,13;2641,09;24,18;2,09;247,02;28,04;138,81;22,85;553,3;31,1;14163,33;87,61;16917,81;130,54;6241,4;65,16;14,48;1,75;17,45;10,95;457,49;20,89
114;25.09.2023 10:25;TestAll Geo;330,17;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;67,15;8,64;<LOD;0,95;<LOD;8,89;37,96;7,41;<LOD;5,21;;;<LOD;1,5;15,56;1,8;102,95;3,09;<LOD;52,94;<LOD;2,65;<LOD;43,83;<LOD;1,5;<LOD;1,5;<LOD;1,5;90,63;19,79;<LOD;113,09;42466,98;235,39;574,95;44,64;116,22;7,32;127,52;7,19;2384,79;35,65;86994,15;1329,26;;;30,84;4,02;158;9,25;29,85;10,83;428,81;74,53;590,89;82,42;133847,86;869,53;<LOD;1889,47;201,2;3,55;<LOD;5,51;155,88;3,65;4,96;0,81;11,4;3,37;<LOD;38,4;0,35;0,17;662788,56;2634,34;24,38;2,11;214,17;27,73;127,22;22,81;544,19;31,26;13850,92;85,82;16770,9;128,69;6338,19;65,13;17,3;1,73;<LOD;16,49;474,11;21,2
115;25.09.2023 10:31;TestAll Geo;330,35;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;52,76;8,27;<LOD;0,92;<LOD;8,76;34,34;7,15;<LOD;5,3;;;<LOD;1,5;15,68;1,8;101,11;3,06;<LOD;52,82;<LOD;2,54;<LOD;44,09;<LOD;1,5;<LOD;1,5;<LOD;1,5;87,45;19,56;<LOD;111,99;42431,18;233,44;564,49;43,9;119,76;7,44;129,66;7,32;2415,03;36,28;89115,72;1362,32;;;29,67;3,94;157,26;9,18;38,8;10,94;416,86;75,28;658,5;84,09;135162,98;877,86;<LOD;1946,41;201,8;3,53;<LOD;5,49;154,06;3,61;5,23;0,81;9,58;3,27;<LOD;38,51;0,33;0,17;658428,81;2690,38;24,45;2,09;222,25;27,85;119,86;22,72;499,5;30,29;14042,34;87,29;17062,73;131,02;6354,87;65,83;16,25;1,75;<LOD;15,94;442,11;20,44
116;25.09.2023 10:36;TestAll Geo;330,04;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;62,02;8,45;<LOD;0,94;<LOD;8,8;40,5;7,37;<LOD;5,31;;;<LOD;1,5;17,05;1,82;103,86;3,11;<LOD;52,63;<LOD;2,62;<LOD;43,54;<LOD;1,5;<LOD;1,5;<LOD;1,5;112,64;20,08;<LOD;112,76;42371,59;235,71;563,8;44,58;121,76;7,44;127;7,28;2392,45;36,14;90146,52;1369,89;;;26,41;3,9;165,92;9,41;25,27;10,76;408,21;74,99;711,49;84,41;135941,28;880,9;<LOD;1944,46;202,14;3,57;<LOD;5,51;157,14;3,67;<LOD;217,08;12,01;3,3;<LOD;38,97;0,45;0,18;656642,69;2703,59;23,97;2,11;249,52;27,9;149,3;22,84;511,08;30,61;14191,94;87,62;16943,06;130,53;6317,27;65,61;14,91;1,75;<LOD;16,19;433,49;20,51
117;25.09.2023 10:42;TestAll Geo;330,05;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;53,47;8,39;<LOD;0,94;<LOD;8,82;38,8;7,36;<LOD;5,31;;;<LOD;1,5;18,08;1,82;104,29;3,09;<LOD;52,58;<LOD;2,6;<LOD;42,95;<LOD;1,5;<LOD;1,5;<LOD;1,5;111,65;19,91;<LOD;111,99;42655,04;234,37;611,92;45,19;125,08;7,47;131,59;7,33;2435,15;36,36;90675,86;1372,76;;;29,36;3,95;168,68;9,38;30,06;10,77;506,64;77,27;667,41;84,23;137772,08;883,95;<LOD;1934,99;203,99;3,55;<LOD;5,48;155,21;3,62;4,73;0,8;9,5;3,27;<LOD;38,17;0,37;0,17;653764,56;2701,16;24,57;2,1;234,5;27,9;146,33;22,97;539,17;30,94;14157,18;87,47;17056,93;130,82;6429,54;66,03;16,35;1,76;<LOD;16,29;451,04;20,78
118;25.09.2023 10:48;TestAll Geo;330,36;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;57,04;8,48;<LOD;0,94;<LOD;8,78;42,76;7,5;<LOD;5,34;;;<LOD;1,5;17,39;1,81;104,17;3,09;<LOD;52,46;<LOD;2,62;<LOD;42,05;<LOD;1,5;<LOD;1,5;<LOD;1,5;90,15;19,59;<LOD;112,21;42554,28;233,96;566,13;44,14;122,17;7,28;128,77;7,1;2410,58;35,45;92172,54;1381,44;;;28,21;3,92;165,89;9,3;32,83;10,79;489,81;75,26;674,65;83,83;138087,44;884,1;<LOD;1932,74;203,8;3,55;<LOD;5,48;155,82;3,63;4,99;0,8;11,48;3,29;<LOD;37,86;0,3;0,17;652067,31;2711,14;23,36;2,08;234,57;27,83;143,16;22,87;561,39;31,26;14129,12;85,56;17104,39;128,21;6430,18;65,9;15,92;1,72;<LOD;16,43;457,36;20,95
119;25.09.2023 11:06;TestAll Geo;330,47;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;64,27;6,92;<LOD;0,76;<LOD;7,02;35,5;5,9;<LOD;4,04;;;<LOD;1,5;17,15;1,62;107,85;2,76;<LOD;47,37;<LOD;2,06;<LOD;34,73;<LOD;1,5;<LOD;1,5;<LOD;1,5;128,91;16,56;<LOD;99,63;42697,63;208,6;590,19;39,73;218,01;11,62;133,22;7,22;4583,17;47,73;130742,02;1526,72;;;29,7;3,52;152,66;7,95;33,24;8,74;652,3;115,49;1378,02;73,5;163605,88;874,92;<LOD;1668,81;198,98;3,12;<LOD;4,93;160,79;3,28;4,97;0,71;11,12;2,93;<LOD;31,68;0,39;0,15;587172,69;2737,81;24,36;1,88;278;23,24;184,57;19,16;660,8;25,84;21154,25;134,88;28714,18;209,76;6381,17;58,31;23,88;2,7;42,39;8,98;469,69;17,02
120;25.09.2023 11:15;TestAll Geo;330,58;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;105,25;25,56;104,93;3,95;<LOD;27,38;35,3;22,1;296,29;24,43;;;<LOD;1,5;<LOD;16,03;<LOD;64,56;<LOD;724,05;<LOD;23,04;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;116,15;56,2;<LOD;74,94;7650,97;142,33;<LOD;79,27;148,49;6,98;30,94;8,47;512,11;29,46;117860,65;3521,71;;;4219,81;139,56;70840,74;1015,98;409016,34;5504,06;932,67;80,25;29421,19;675,82;94817,61;1307,48;<LOD;6212,36;86,77;8,97;<LOD;300000;<LOD;31,35;<LOD;2887,7;999,66;119,61;<LOD;250,57;<LOD;300000;218040,33;11853,73;107,01;14,9;413,25;84,16;236,56;67,45;929,34;93,24;2687,04;43,62;875,36;53,17;8630,11;136,44;2,67;0,91;87,86;32,29;490,1;60,42
121;25.09.2023 11:24;TestAll Geo;330,63;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;663,87;63,69;20,87;4,68;<LOD;32,31;177,27;52,69;621,82;39,98;;;<LOD;1,5;<LOD;39,2;<LOD;162,49;<LOD;1845,1;<LOD;49,7;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;117,13;<LOD;110,76;19387,18;431,28;<LOD;82,54;174,33;7,29;47,16;7,1;400,11;23,7;126874,79;3301,09;;;6559,44;205,08;19581,69;280,25;658639,38;5246,8;1498,64;98,79;25396,25;813;83237,6;1524,78;<LOD;8547,15;14,44;8,29;<LOD;300000;<LOD;77,85;<LOD;7236,26;8006,44;291,02;<LOD;378,13;<LOD;300000;<LOD;1,5;<LOD;36,18;294,63;98,09;154,95;79,15;324,78;123,85;1581,59;35,25;889,09;54,93;13016,76;239,72;2,79;0,76;493,76;66,45;964,75;123,25
122;25.09.2023 11:34;TestAll Geo;330,24;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;812,22;49,14;24,95;3,06;<LOD;25,79;137,69;32,54;82,26;15,77;;;<LOD;1,5;<LOD;71,26;<LOD;292,66;<LOD;3210,65;<LOD;68,42;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;118,21;67,4;<LOD;91,1;11261,73;303,86;<LOD;85,32;175,9;8,33;72,97;9,06;1336,89;35,02;186946,14;3980,52;;;33856,23;697,77;30569,53;301,25;526054,06;3219,13;3235,01;144,91;10997,33;684,07;150872,22;3392,25;<LOD;5644,52;34,12;10,72;<LOD;300000;<LOD;140,34;<LOD;12579,35;8605,74;415,52;<LOD;340,39;<LOD;300000;<LOD;1,5;118,99;43,96;282,19;75,64;278,32;65,3;383,85;95,45;2157,52;43,68;1594,92;66,52;5808;154,95;3,08;0,92;240,97;43,38;684,18;78,37
123;25.09.2023 12:34;TestAll Geo;330,25;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;50,77;5,97;<LOD;0,66;<LOD;6,27;42,31;5,31;<LOD;3,58;;;<LOD;1,5;39,7;1,94;404,82;4,45;<LOD;42,92;<LOD;1,76;<LOD;33,89;<LOD;1,5;<LOD;1,5;<LOD;1,5;89,94;15,88;<LOD;95,59;35012,77;190,45;327,56;34,94;155,4;10,7;157,07;6,78;7239,94;55,33;114350,52;1214;;;35,6;3,67;88,42;6,68;65,82;9,19;323,39;80,51;760,88;51,85;260451,53;1107,12;<LOD;1266,26;216,03;3,27;<LOD;4,02;65,36;2,31;4,96;0,69;7,07;2,97;<LOD;31,04;0,41;0,15;557338,63;2418,63;103,35;2,57;422,08;22,76;242,5;18,17;845,63;23,71;3534,79;55,35;10920,12;122,16;2703,82;33,62;<LOD;1,66;20,55;7,84;440,15;14,79
124;25.09.2023 13:04;TestAll Geo;330,24;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;25,39;7,57;<LOD;0,84;<LOD;8,74;28,55;6,65;<LOD;5,29;;;<LOD;1,5;37,6;2,27;379,76;4,9;<LOD;50,28;<LOD;2,64;<LOD;43,3;<LOD;1,5;<LOD;1,5;<LOD;1,5;38,31;19,02;<LOD;88,45;32150,4;204,47;330,36;38,76;75,73;5,64;149,85;7,09;4505,71;36,93;97494,08;1314,95;;;61,66;4,85;102,19;7,97;56,17;11,34;296,28;47,44;<LOD;106,46;247939,13;1230,18;<LOD;1711,08;257,45;3,98;<LOD;4,72;73,27;2,72;<LOD;206,43;<LOD;8,34;<LOD;39,16;<LOD;0,26;585328,31;2753,39;180,88;3,68;287,85;28,21;164,52;22,85;467,03;28,82;1816,52;28,33;6162,63;66,85;4583,9;53,8;<LOD;0,85;<LOD;14,62;349,93;18,62
125;25.09.2023 13:16;TestAll Geo;330,49;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;83,82;8,06;<LOD;0,88;<LOD;8,15;41,19;6,84;<LOD;4,88;;;<LOD;1,5;36,75;2,07;390,35;4,7;<LOD;45,06;<LOD;2,44;<LOD;39,72;<LOD;1,5;<LOD;1,5;<LOD;1,5;100,42;18,44;84,06;53,74;29055,91;185,71;367,49;37,67;56,76;5,94;130,81;6,34;4382,24;38,57;86840,01;1128,62;;;42,6;4,16;105,76;7,58;66,38;10,7;301,93;51,33;180,26;63,41;215680,69;1086,17;<LOD;1433,82;228,25;3,59;4,69;2,97;67,97;2,5;4,45;0,73;6,6;3,34;<LOD;36,01;0,41;0,17;632281,5;2354,6;123,76;2,96;442,09;29,07;256,82;23,23;1240,01;32,82;2105,31;32,23;7128,96;75,47;4508,71;48,61;<LOD;0,94;93,89;10,51;496,05;19,59
126;25.09.2023 13:53;TestAll Geo;330,54;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;43,15;5,8;<LOD;0,64;<LOD;6,3;30,19;5;<LOD;3,56;;;<LOD;1,5;33,31;1,95;319,6;4,4;<LOD;52,81;<LOD;2,12;<LOD;34,02;<LOD;1,5;<LOD;1,5;<LOD;1,5;106,28;16,05;<LOD;82,76;23449,26;156,29;418,49;35,97;134,01;10,84;223,32;7,45;8246,72;62,5;123238,09;1344,18;;;298,37;8,02;66,42;6,18;269,97;12,8;577,05;87,06;4203,69;85,14;277663,72;1218,12;<LOD;1401,26;642,95;5,53;<LOD;4,55;56,61;2,34;5,56;0,89;<LOD;12,71;<LOD;32,37;0,28;0,16;529294,44;2688,34;116,91;2,79;448,06;23,77;256,07;18,95;1993,94;28,25;8266,17;76,84;13001,29;128,98;2212,67;33,23;3,13;1,53;33,58;7,8;427,85;14,48
127;25.09.2023 14:30;TestAll Geo;330;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;65,1;7,34;<LOD;0,81;<LOD;7,54;41,8;6,39;<LOD;4,38;;;<LOD;1,5;32,36;1,99;318,07;4,43;<LOD;54,8;<LOD;2,26;<LOD;36,11;<LOD;1,5;<LOD;1,5;<LOD;1,5;53,64;16,54;103,19;48,05;24709,82;165;652,04;41,34;83,37;7,51;250,64;7,18;5201,46;49,89;74940,18;1047,39;;;369,31;9,05;55,76;6,16;241,72;13,05;715,57;68,3;3154,22;87,05;212718,09;1096,18;<LOD;1440,74;529,85;5,17;<LOD;4,41;51,75;2,31;4,95;0,93;<LOD;14,59;<LOD;33,4;0,5;0,17;644634,19;2279,52;114,69;2,86;377,49;26,52;227,12;21,43;1919,91;34,03;5316,66;50,6;7961,02;85,21;3377,54;42,92;3,01;1,03;72,61;9,72;496,47;18,26
128;25.09.2023 14:46;TestAll Geo;330,57;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;49,74;6;<LOD;0,65;<LOD;6,38;32,26;5,17;<LOD;3,67;;;<LOD;1,5;33,25;1,94;317,42;4,39;<LOD;52,65;<LOD;2,03;<LOD;33,67;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;28,21;104,96;44,81;22565,3;153,37;420,66;35,84;103,58;9,74;233,71;7,16;7854,08;59,5;109890,91;1243,48;;;292,84;7,95;67,69;6,2;282,52;12,99;551,39;79,24;3918,52;83,42;263608,5;1190,99;<LOD;1347,34;642,4;5,53;<LOD;4,55;53,86;2,31;5,89;0,89;<LOD;12,77;<LOD;31,09;0,43;0,16;559248,06;2539,48;114,28;2,76;408,76;23,73;221,25;18,87;1940,2;28,74;7616,16;69,3;11448,21;114,67;2244,64;33,56;2,51;1,38;27,89;7,97;426,45;14,83
129;25.09.2023 15:17;TestAll Geo;330,03;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;46,54;7,01;<LOD;0,78;<LOD;7,35;37,92;6,17;<LOD;4,23;;;<LOD;1,5;37,94;2,01;361,88;4,44;<LOD;46,05;<LOD;2,05;<LOD;34,91;<LOD;1,5;<LOD;1,5;<LOD;1,5;71,25;16,53;<LOD;71,28;25113,54;164,33;452,76;37,08;117,79;7,41;186,65;6,93;5545,26;47,35;101174,07;1244,89;;;76,49;4,71;64,55;6,16;74,92;10,01;283,03;56,57;715,46;66,53;254622,89;1185,87;<LOD;1491,54;354,18;4,21;<LOD;4,24;58,32;2,32;5,51;0,75;10,07;3,8;<LOD;32,06;0,37;0,16;581588,63;2536,11;139,42;2,96;385,35;25,57;220,56;20,46;884,09;28,2;3138,37;40,43;8396,02;85,77;3271,7;42,61;1,49;0,81;<LOD;13,76;418,77;17,28
130;25.09.2023 15:28;TestAll Geo;426,42;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;;;;;82,92;21,05;;;348,22;23,94;;;<LOD;1,5;<LOD;100,24;<LOD;380,03;<LOD;3587,41;<LOD;63;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;313,64;45,95;<LOD;54,19;2404,07;86,94;<LOD;75,83;<LOD;38,04;15,5;4,86;88,28;16,93;21241,44;2359,06;;;107474,56;3081,77;2760,52;90,1;254379,81;5347,96;18480,34;268,42;<LOD;2252,36;65934,38;3116,77;<LOD;6203,73;161,91;11,37;<LOD;300000;262,49;120,93;<LOD;13692,56;3475,49;322,13;<LOD;218,81;<LOD;300000;292629,19;12205,32;202,85;45,81;<LOD;107,11;<LOD;88,23;<LOD;137,37;80558,52;200,87;1589,85;65,38;37349,52;1924,62;<LOD;5,75;;;;
131;25.09.2023 15:35;TestAll Geo;330,06;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;21,05;<LOD;1,59;<LOD;16,22;33,1;13,12;<LOD;10,14;;;<LOD;1,5;8,22;2,78;147,06;7,04;<LOD;75,76;<LOD;5,91;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;121,26;52,3;<LOD;301,78;245597,88;1587,48;416,99;77,28;130,88;7,96;24,93;7,45;643,08;32,74;<LOD;1508,55;;;<LOD;7,16;<LOD;18,75;<LOD;39,11;591,2;89,22;1604,12;124,54;62429,65;704,24;<LOD;3761,87;62,74;3,63;<LOD;300000;18,92;3,04;<LOD;310,34;<LOD;9,8;<LOD;85,03;<LOD;300000;666271,44;3469,68;3,34;2,18;233,64;47,21;124,04;38,16;<LOD;73,24;1821,05;39,72;906,27;59,9;9466,57;97,46;<LOD;1,28;<LOD;27,49;299,8;34,69
132;25.09.2023 15:42;TestAll Geo;330,14;ppm;Final;;;;;;;;;;;;;Juan-Marco Puerta Schardt;;;;;;224,67;15,2;10,63;1,14;<LOD;14,56;21,63;10,57;64,54;8,33;;;<LOD;1,5;8,62;4,11;192,67;14,37;<LOD;214,73;<LOD;8,43;<LOD;300000;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;63,73;<LOD;183,42;96845,71;621,9;<LOD;78,12;148,35;9,12;52,35;7,19;1159,38;32,27;41648,42;1691,14;;;1102,48;33,66;1700,01;69,26;208320,81;1933,22;2757,77;161,66;2277,38;721,71;185528,3;1406,15;<LOD;4320,05;164,74;6,43;<LOD;300000;27,25;6,66;<LOD;864,05;177,99;34,34;<LOD;93,04;<LOD;300000;345790,53;6336,81;21,72;4,55;208,99;42,51;127,01;34,84;281,48;54,67;46992,13;203,18;3405,44;98,49;23294,38;180,61;6,61;3,97;<LOD;22;188,23;27,15
