Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cd;Cd Error;Ag;Ag Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Ce;Ce Error;La;La Error;Ba;Ba Error;Ca;Ca Error;K;K Error;Sc;Sc Error;S;S Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Pd;Pd Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
315;05.10.2023 15:05;TestAll Geo;330,23;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;286,4;3,74;58,99;1,85;<LOD;3,48;45,69;2,04;5,26;0,67;20,35;3,22;<LOD;1,97;5,61;2,62;<LOD;31,67;0,37;0,15;40,85;5,56;<LOD;34,01;<LOD;14,57;90,89;16,51;<LOD;84,37;36896,79;195,67;379,58;35,9;<LOD;7,27;<LOD;4,19;554653,63;2634,78;23,11;1,67;31,19;1,7;<LOD;41,99;<LOD;1,5;<LOD;1,5;<LOD;1,5;159,84;8,84;121,11;7,13;6269,36;55,13;333,37;24,53;205,38;19,94;704,38;27,06;1273,54;33,82;6148,95;88,9;1,61;0,72;330,83;68,92;60,17;9,41;460,68;17,6;69,39;7,24;<LOD;0,8;47;6,37;125833,98;1376,96;2997,31;81,16;251263,8;1100,54;3185,43;39,89;<LOD;1472,96
316;05.10.2023 15:14;TestAll Geo;330,3;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;322,29;3,76;62,69;1,81;<LOD;3,35;46,99;1,97;5,46;0,65;19,56;3,05;<LOD;1,71;5,86;2,49;<LOD;29,83;0,23;0,14;46,03;5,39;<LOD;32,48;<LOD;13,43;<LOD;28,11;<LOD;90,5;32950,36;176,99;383,34;34;<LOD;6,66;<LOD;3,79;515433,44;2713,89;25,32;1,62;30,71;1,62;<LOD;39,69;<LOD;1,5;<LOD;1,5;<LOD;1,5;189,37;10,02;126,14;7,32;8295,33;62,19;294,31;22,34;168,93;18,1;542,98;24,3;1597,67;39,57;7966,33;103,74;1,47;0,82;463,74;78,86;<LOD;12,76;443,18;16,23;50,51;6,55;<LOD;0,73;44,19;5,86;137277,92;1445,26;3806,33;85,72;280152,81;1146,09;2939,73;38,31;<LOD;1470,79
317;05.10.2023 15:31;TestAll Geo;330,39;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;283,75;4,17;72,95;2,25;<LOD;3,98;48,57;2,33;5,17;0,75;19,6;3,58;<LOD;2,52;5,95;2,94;<LOD;37,78;0,32;0,17;50,77;6,6;<LOD;41,76;40,43;10,93;78,34;19,44;<LOD;88,98;33025,47;206,33;397,6;39,74;<LOD;8,53;<LOD;5,22;535449,25;3130,7;24,18;1,88;30,3;1,89;<LOD;46,19;<LOD;1,5;<LOD;1,5;<LOD;1,5;113,51;6,48;134,17;7,8;4639,53;40,21;202,48;26,7;154,57;22,44;434,36;30,03;985,24;25,29;4835,17;68,26;1,09;0,53;320,26;53,83;<LOD;15,98;411,19;20,26;37,82;8,14;<LOD;0,92;38,59;7,31;128246,46;1604,46;4000,83;108,87;266277,28;1281,86;4858,33;57,27;<LOD;1850,16
318;05.10.2023 15:38;TestAll Geo;330,49;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;171;3,06;211,83;3,08;<LOD;2,85;6,96;1,2;<LOD;134,94;9,95;2,69;<LOD;1,66;4,63;2,21;<LOD;28,18;0,25;0,14;7,54;4,38;<LOD;29,97;<LOD;12,62;<LOD;26,72;<LOD;97,47;44024,89;203,59;1800,32;54,49;<LOD;6,26;<LOD;3,55;609128,63;2208,42;10,84;1,39;14,09;1,23;<LOD;33,03;<LOD;1,5;<LOD;1,5;<LOD;1,5;65,85;9,76;97,72;5,68;3545,6;36,19;239,73;20,43;144,19;16,71;175,48;20,73;4147,85;55,67;3015,86;74,71;3,81;1,19;476,68;81,45;<LOD;11,3;343,09;14,4;21,06;5,85;<LOD;0,65;31,91;5,24;119139,91;1207,74;736,49;53,17;205416,63;919,84;2217,86;30,92;<LOD;1206,46
319;05.10.2023 15:46;TestAll Geo;330,1;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;229,22;3,66;228,93;3,44;<LOD;3,16;9,46;1,36;2,27;0,57;12,19;2,97;<LOD;1,94;4,47;2,45;<LOD;32,61;0,3;0,15;15,76;5,19;<LOD;35,68;<LOD;13,09;27,1;16,28;<LOD;106,69;47519,62;226,83;544,35;40,16;<LOD;7,61;<LOD;4,32;624367,44;2351,13;12;1,52;15,63;1,37;<LOD;35,78;<LOD;1,5;<LOD;1,5;<LOD;1,5;20,05;6,68;85,3;5,57;2735,4;36,17;197,2;23,39;112,65;19,15;411,71;31,3;3090,48;40,14;2348,43;57,04;2,18;0,84;370,03;60,08;<LOD;12,49;275,19;15,95;<LOD;9,72;<LOD;0,72;20,45;5,77;109818,14;1245,59;462,87;62,06;196077,78;956,46;3096,25;39,39;<LOD;1410,6
320;05.10.2023 15:54;TestAll Geo;330,05;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;187,18;3,09;210,6;3,02;<LOD;2,82;6,31;1,16;<LOD;121,21;6,65;2,51;<LOD;1,5;4,43;2,07;<LOD;28,31;0,21;0,13;15,77;4,32;<LOD;27,93;<LOD;11,85;<LOD;25,14;<LOD;88,03;32795,66;172,51;471,28;34,32;<LOD;5,75;<LOD;3,22;614411,56;2133,23;9,51;1,34;14,42;1,21;<LOD;29,64;<LOD;1,5;<LOD;1,5;<LOD;1,5;79,78;13,42;78,65;5;3443,4;34;296,14;19,81;159,35;15,93;428,45;21,03;4717,87;59,7;3571,5;73,85;3,53;1,25;343,3;78,82;<LOD;11,32;426,53;14,3;50,23;5,81;<LOD;0,64;41,64;5,17;124691,73;1167,78;604,94;46,47;206633,3;892,45;2066,22;28,16;<LOD;1078,46
321;05.10.2023 16:05;TestAll Geo;472,7;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;271,36;2,55;140,32;1,83;<LOD;2,41;41,75;1,35;4,53;0,44;16,64;2,12;<LOD;1,5;5,02;1,71;<LOD;20,91;0,42;0,1;31,79;3,54;<LOD;22,49;38;5,78;135,19;11,03;<LOD;62,64;31642,92;123,83;618,98;27,17;<LOD;5,97;<LOD;3,29;534289,88;2118,78;19,53;1,09;23,45;1,07;<LOD;26,98;<LOD;1,5;<LOD;1,5;<LOD;1,5;157,96;8,47;139,48;4,6;5534,33;33,77;355,67;21,45;228,9;17,52;1719,11;32,73;4334,26;46,98;12412,45;101,05;2,83;0,95;294,56;64,72;;;;;;;;;;;119456,33;1251,74;2265,03;64,82;280919,34;1135,2;1773,54;28,9;<LOD;1303,7
322;05.10.2023 16:10;TestAll Geo;330,29;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;321,35;3,88;122,15;2,46;<LOD;3,53;48,31;2,03;5,04;0,65;15,14;2,98;<LOD;1,68;6,44;2,46;<LOD;29,25;0,47;0,15;58,62;5,82;<LOD;32,84;32,79;8,25;120,54;15,74;<LOD;94;36495,62;189,95;825,88;42,7;<LOD;6,2;<LOD;3,53;574895,56;2388,6;19,76;1,57;22,14;1,53;<LOD;40,59;<LOD;1,5;<LOD;1,5;<LOD;1,5;144,01;11,42;132,64;6,48;5046,18;46,04;337,03;22,1;204,69;17,95;1637,29;28;4198,01;66,02;14261,42;150,34;2,96;1,3;325,25;92,25;69,77;8,3;488,34;15,6;63,38;6,27;<LOD;0,69;38,87;5,42;117407,97;1244,17;1239,89;57,52;236093,56;1037,16;2287,62;32,11;<LOD;1303,39
323;05.10.2023 16:17;TestAll Geo;330,28;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;287,53;3,84;137,29;2,67;<LOD;3,59;43,29;2,02;4,91;0,66;15,74;3,11;<LOD;1,93;4,9;2,52;<LOD;31,14;0,4;0,15;42,82;5,61;<LOD;34,55;35,14;8,77;134,69;16,78;<LOD;96,21;34700,49;190,82;670,82;41,2;<LOD;6,72;<LOD;3,85;561151,25;2509,31;18,67;1,61;22,83;1,58;<LOD;40,75;<LOD;1,5;<LOD;1,5;<LOD;1,5;113,72;9,65;126,55;6,29;4701,91;44,22;340,56;23,72;207,38;19,28;1775,96;30,6;3138,81;52,53;10775,57;121,11;1,8;1,04;325,56;78,97;88,05;8,98;515,96;16,94;66,16;6,75;<LOD;0,75;39,21;5,82;118626,05;1287,56;1502,73;63,57;252227,75;1110,33;2332,59;33,75;<LOD;1369,86
324;05.10.2023 16:28;TestAll Geo;330,62;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;457,58;19,67;47,42;6,17;<LOD;300000;32,67;6,49;<LOD;587,32;<LOD;19,09;<LOD;16,9;<LOD;23,48;<LOD;283,24;<LOD;300000;83,4;38,58;<LOD;300000;<LOD;135,85;<LOD;255,5;<LOD;380,18;58406,31;1201,8;327,67;166,64;<LOD;33,23;<LOD;21,17;575811,56;13256,61;31,84;6,52;29,31;5,9;<LOD;143,43;<LOD;1,5;<LOD;1,5;<LOD;1,5;13,53;2,21;4,92;2,51;352,84;9,42;<LOD;121,55;<LOD;104,75;<LOD;169,39;213,36;8,02;466,62;24,86;<LOD;0,24;260,65;28,19;<LOD;24,46;<LOD;45,11;<LOD;17,55;<LOD;1,3;<LOD;17,2;50748,11;4814,3;<LOD;798,66;231403,92;3422,25;39099,86;716,04;<LOD;13879,03
325;05.10.2023 16:39;TestAll Geo;330,37;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;345,54;3,96;31,85;1,44;<LOD;2,92;22,26;1,55;3,6;0,59;11;2,84;<LOD;1,73;4,66;2,33;<LOD;30,55;<LOD;0,21;19,89;4,9;<LOD;32,87;<LOD;14,08;78,42;15,94;<LOD;96,06;37636,76;194,72;538,3;37,83;<LOD;7,03;<LOD;4,02;628577,56;2166,76;21,6;1,6;29,3;1,57;<LOD;36,35;<LOD;1,5;<LOD;1,5;<LOD;1,5;103,15;8,29;96,6;6,56;5667,36;51,34;250,16;22,73;137,97;18,44;198,75;23,01;1047,83;29,26;3443,89;69,79;1,44;0,66;298,1;64,65;<LOD;12,66;368,31;16,11;27,05;6,51;<LOD;0,72;30,98;5,76;91259,87;1078,22;656,7;58,77;219247,44;1004,46;2786,2;36,14;<LOD;1300,24
326;05.10.2023 16:45;TestAll Geo;330,23;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;346,08;3,92;31,11;1,42;<LOD;2,99;22,66;1,56;3,56;0,59;12,42;2,87;<LOD;1,89;5,88;2,38;<LOD;29,63;0,29;0,14;14,98;4,72;<LOD;32,82;<LOD;13,87;49,01;15,35;<LOD;82,32;37548,76;192,34;536,65;37,42;<LOD;6,92;<LOD;4,06;626909,38;2214,32;22,79;1,59;28,62;1,54;<LOD;36,23;<LOD;1,5;<LOD;1,5;<LOD;1,5;101,11;8,25;95,58;6,5;5660,33;51,06;234,14;22,53;151,01;18,59;151,84;22,45;1062,65;29,32;3396,65;69,4;0,99;0,65;418,83;68,02;<LOD;12,48;375,62;15,99;24,22;6,41;<LOD;0,71;34,57;5,78;92476,98;1120,02;536,76;60,12;220196,03;1016,4;2755,95;37,25;<LOD;1354,41
327;05.10.2023 17:04;TestAll Geo;330,11;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;350,17;3,85;31,34;1,39;<LOD;2,96;22,33;1,53;<LOD;144,44;10,65;2,75;<LOD;1,64;6,52;2,29;<LOD;28,08;0,31;0,14;18,16;4,59;<LOD;29,76;<LOD;13,12;<LOD;27,03;<LOD;92,5;36517,68;185,66;594,86;37,63;<LOD;6,01;<LOD;3,3;595626,19;2148,49;20,38;1,53;28,9;1,52;<LOD;35,28;<LOD;1,5;<LOD;1,5;<LOD;1,5;101,34;10,39;90,63;6,07;5939,81;48,19;270,4;20,15;172,76;16,54;324,76;20,75;1384,77;37,44;4933,86;88,15;1,45;0,84;371,16;80,9;<LOD;11,4;420,47;14,44;40,44;5,8;<LOD;0,64;38,07;5,16;107888,82;1104,74;807,75;49,6;238169,23;1013,08;1910,61;27,85;<LOD;1122,04
328;05.10.2023 17:19;TestAll Geo;330,35;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,44;2,75;201,51;3,11;6;3,33;158,91;3,23;5,14;0,71;30,91;3,51;<LOD;1,91;11,81;2,94;<LOD;31,12;0,31;0,15;152,87;7,89;<LOD;34,7;28,48;8,54;143,97;16,59;<LOD;99,35;43223,45;207,97;662,31;40,76;<LOD;6,97;<LOD;3,96;491634,81;3321,59;15,88;1,59;25,54;1,87;<LOD;47;<LOD;1,5;<LOD;1,5;<LOD;1,5;224,88;12,2;136,63;7,44;4660,16;48,91;288,61;23,17;186,48;19,04;617,43;24,92;22956,4;145,29;30772,49;224,46;24,31;2,89;613,86;120,92;23,8;8,66;454,3;16,45;61,23;6,7;<LOD;0,74;43,05;5,89;185654,22;1940,16;1666,63;77,36;199999,72;956,46;7190,48;62,82;<LOD;1826,55
329;09.10.2023 08:41;TestAll Geo;330,21;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;497,63;321,13;56,04;1099,5;172,35;741,88;118,13;792,37;77,62;1433,27;258,79;<LOD;135,21;<LOD;389,19;2264,01;652,36;26,11;8,7;313,71;120,4;6561,22;1235,98;620,14;202,05;<LOD;352,49;1888,16;518,78;<LOD;719,71;8043,68;1429,87;<LOD;456,68;<LOD;460,41;883350,44;54868,88;<LOD;151,09;131,95;69,94;<LOD;5202,97;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;580,12;336,63;125,95;1315,31;383,13;<LOD;1112,88;<LOD;1113,7;<LOD;2174,44;913,87;492,91;1221,05;725,55;48,71;23,82;<LOD;35190,64;2632,47;1334,82;11405,51;3909,68;5188,51;1896,96;339,1;145,5;7117,67;2878,08;<LOD;17880,31;<LOD;8056,58;<LOD;6261,64;<LOD;677,14;<LOD;70822,95
330;09.10.2023 08:47;TestAll Geo;331,13;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;521,51;342,79;60,41;1060,85;177,17;780,16;123,61;829,19;81,99;1480,71;273,09;<LOD;137,09;<LOD;406,5;<LOD;316,67;31,64;9,53;356,57;132,65;5285,07;1167,68;623,2;210,19;438,57;254,64;1401,09;452,81;<LOD;767,67;8230,17;1488,22;<LOD;652,79;<LOD;461,14;896667,25;48974,34;<LOD;157,9;175,76;75,46;<LOD;5440,41;<LOD;1,5;<LOD;1,5;<LOD;1,5;<LOD;558,62;223,51;110,33;1163,21;361,99;<LOD;1109,38;<LOD;1154,58;<LOD;2113,42;743,75;457,23;1498,11;819,76;56,2;24,26;6295,23;2864,56;5555,21;2000,94;13975,17;5048,62;5667,81;2430,09;528,77;207,66;8539,33;3691,42;<LOD;18986,28;<LOD;8472,77;<LOD;8808,38;<LOD;763,87;<LOD;56577,2
331;09.10.2023 08:53;TestAll Geo;330,57;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;<LOD;485,91;259,27;47,44;1189,62;176,69;899,94;124,22;763,95;74,94;1465,6;253,2;<LOD;132,43;<LOD;377,66;2218,2;623,67;28,19;8,84;362,19;124,7;6796,76;1230,51;508,07;177,01;<LOD;347,36;2340,82;568,8;<LOD;560,4;6969,52;1307,96;<LOD;578,07;<LOD;430,61;923572,69;27824,13;<LOD;148,64;185,57;71,75;<LOD;5063,88;<LOD;1,5;<LOD;1,5;<LOD;1,5;830,97;180,32;195,99;92,45;863,69;273,83;<LOD;1121,07;<LOD;1193,62;<LOD;2218,9;764,54;400,95;1248,82;655,35;55,89;20,76;<LOD;17858,84;1657,85;801,92;7356,19;2312,62;2767,23;1071,34;336,52;101,23;3263,32;1442,85;<LOD;11487,99;<LOD;4239,05;<LOD;3321,08;<LOD;392,49;<LOD;33873,84
332;09.10.2023 08:58;TestAll Geo;330,78;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;363,82;55,93;568,38;58,33;1202,62;144,54;323,25;82,18;236,68;36,72;592,17;137,23;176,26;69,16;<LOD;168,08;445,57;148,17;17,92;6,42;849,97;190,01;<LOD;656,4;490,35;175,46;<LOD;361,76;1463,82;394,08;1753,05;532,94;<LOD;632,95;<LOD;9,57;<LOD;5,71;497007,09;36001,28;381,73;61,9;319,54;58,24;<LOD;2438,31;<LOD;1,5;<LOD;1,5;<LOD;1,5;583,95;41,69;384,71;48,24;4446,22;198,39;340,03;37,53;215,67;28,82;594,41;25,54;24028,64;402,05;29542,01;598,31;28,77;8,14;663,88;206,71;19,9;8,9;459,61;16,99;55,78;6,85;<LOD;0,76;42,67;6,06;175505,84;15861,93;2114,86;214,69;211947,48;15640,96;7547,8;697,42;<LOD;1951,12
333;09.10.2023 09:04;TestAll Geo;330,21;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,54;2,77;208,36;3,18;<LOD;4,91;161,6;3,28;5,38;0,73;32,86;3,58;<LOD;1,98;10,91;2,97;<LOD;32,01;0,39;0,15;172,17;8,3;<LOD;35,32;30,98;8,69;114,19;16,48;<LOD;101,31;44317,55;211,61;647,3;40,79;<LOD;6,96;<LOD;4,05;528512,63;3085,6;15,32;1,6;23,28;1,86;<LOD;48,19;<LOD;1,5;<LOD;1,5;<LOD;1,5;206,95;11,48;131,89;7,3;4699;48,66;287,08;23,17;159,91;18,75;614,74;25,64;23086,27;140,32;29003,44;210,95;26,04;2,81;745,15;118,39;32;8,95;459,69;16,98;59,58;6,89;<LOD;0,76;45,72;6,12;160324,14;1766,89;1793,34;78,87;187287,77;931,11;6398,52;59,2;<LOD;1782,11
334;09.10.2023 09:10;TestAll Geo;330,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;110,94;2,78;211,77;3,19;<LOD;4,9;162,06;3,27;5,19;0,72;29,49;3,51;<LOD;2,12;11,68;2,93;<LOD;30,78;0,44;0,15;173,64;8,29;<LOD;34,98;35,13;8,77;118,89;16,39;<LOD;100,13;44317,2;211,06;651,27;40,69;<LOD;7,07;<LOD;4,16;521883,84;3097,3;17,48;1,62;25,7;1,89;<LOD;47,51;<LOD;1,5;<LOD;1,5;<LOD;1,5;209,41;11,67;137,51;7,49;4719,68;49,39;251,91;23,18;165,44;19,14;592,87;25,53;22986,32;141,93;29236,59;214,49;28,04;2,86;582,01;116,12;17,46;8,89;457,24;16,97;52,92;6,83;<LOD;0,76;39,49;6;164319,25;1786,82;1856,01;79,41;189385,09;931,53;6449,27;59,25;<LOD;1756,07
335;09.10.2023 09:16;TestAll Geo;330,42;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,2;2,81;211,79;3,25;<LOD;4,96;163,79;3,35;5,58;0,74;27,37;3,49;<LOD;2,02;13,68;2,97;<LOD;31,62;0,34;0,15;161,06;8,22;<LOD;35,97;28,56;8,77;117,86;16,7;<LOD;102,46;44489,66;214,94;652,72;41,41;<LOD;7,1;<LOD;4,28;519171,72;3161,75;17,22;1,64;25,19;1,92;<LOD;49,03;<LOD;1,5;<LOD;1,5;<LOD;1,5;213,21;11,68;146,83;7,48;4685,44;49,14;260,78;23,22;164,63;19,08;643,42;26,13;23245,64;142,22;29301,24;214,09;25,26;2,84;751,11;119,89;23,03;9,03;458,38;17,18;63,87;7,02;<LOD;0,78;35,78;6;165740,11;1807,72;1889,24;79,47;190290,86;940,26;6471,73;59,54;<LOD;1808,95
336;09.10.2023 09:21;TestAll Geo;330,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,41;2,81;211,74;3,25;<LOD;5,04;162,05;3,34;5,52;0,74;28,48;3,54;<LOD;2,1;9,98;2,92;<LOD;32,15;0,3;0,15;178,26;8,52;<LOD;35,41;32,71;8,87;125,68;16,83;<LOD;102,54;44594,23;215,49;631,99;41,25;<LOD;7,07;<LOD;4,16;515952,47;3192,91;17,04;1,64;24,76;1,91;<LOD;48,93;<LOD;1,5;<LOD;1,5;<LOD;1,5;209,22;11,65;144,59;7,46;4629,45;48,81;250,96;23,05;158,84;18,97;618,67;25,87;23273,98;142,28;29334,45;214,15;22,85;2,83;652,73;117,53;19,67;8,97;455,7;17,08;63,12;6,98;<LOD;0,77;40,49;6,06;167673,16;1830,8;1992,33;80,92;191459,2;946,13;6514,91;60,06;<LOD;1821,52
337;09.10.2023 09:27;TestAll Geo;330,06;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,37;2,8;209,05;3,21;<LOD;4,97;161,56;3,31;5,38;0,73;29,31;3,54;<LOD;2,1;11,73;2,96;<LOD;31,32;0,27;0,15;170,52;8,36;<LOD;36,38;27,68;8,73;130,22;16,82;<LOD;102,21;44603,65;214,3;675,93;41,66;<LOD;7,01;<LOD;4,12;511847,5;3195,48;17,14;1,63;25,2;1,9;<LOD;48,09;<LOD;1,5;<LOD;1,5;<LOD;1,5;205,62;11,46;138,64;7,39;4678,73;48,61;257,71;23,26;137,96;18,86;575,95;25,33;23331,41;140,82;29306,09;211,65;26,71;2,82;645,49;116,08;15,82;8,84;455,46;16,89;54,18;6,81;<LOD;0,76;41,87;6,02;170076,56;1839,8;1906,35;80,07;193159,02;944,88;6527,34;59,9;<LOD;1808,27
338;09.10.2023 09:33;TestAll Geo;330,54;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;105,29;2,73;210,58;3,18;<LOD;4,97;163,32;3,27;5,17;0,71;26,49;3,4;<LOD;1,96;13,82;2,9;<LOD;31,57;0,32;0,15;177,52;8,34;<LOD;35,05;45,35;8,95;120,75;16,42;<LOD;100,51;44481,16;210,82;665,97;40,9;<LOD;7,06;<LOD;4,06;511009,09;3174,42;17,52;1,61;23,96;1,86;<LOD;47,19;<LOD;1,5;<LOD;1,5;<LOD;1,5;209,27;11,71;136,51;7,43;4673,75;49,06;268,69;23,27;160,93;19,01;606,39;25,69;23290,01;143,24;29470,65;215,94;26,06;2,87;583,96;116,72;33,38;8,99;458,79;17,04;57,79;6,9;<LOD;0,77;37,4;5,97;171236,28;1839,75;1878,81;79,76;192893,08;938,01;6521,01;59,67;<LOD;1790,46
339;09.10.2023 09:38;TestAll Geo;330,35;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;109,98;2,76;209,42;3,16;<LOD;4,94;162,53;3,27;5,64;0,72;25,94;3,38;<LOD;2;12,27;2,85;<LOD;30,96;0,25;0,14;175,12;8,26;<LOD;34,81;29,39;8,57;114,8;16,2;<LOD;99,63;44433,32;210;652,56;40,51;<LOD;6,99;<LOD;4,15;510263,88;3154,28;16,39;1,59;24,6;1,86;<LOD;47,58;<LOD;1,5;<LOD;1,5;<LOD;1,5;218,85;11,61;137,6;7,36;4704,51;48,53;261,47;23,21;152,74;18,93;582,98;25,41;23488,75;141,38;29436,04;212,25;26,17;2,83;744,53;118,62;<LOD;13,27;457,71;16,93;55,59;6,83;<LOD;0,76;38,74;5,96;171466,89;1838,27;1986,48;80,28;193208,13;949,54;6532,17;59,52;<LOD;1785,86
340;09.10.2023 09:44;TestAll Geo;330,16;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;107,06;2,77;211,87;3,21;<LOD;4,99;161,39;3,28;5,37;0,72;26,19;3,42;<LOD;2,04;14,92;2,93;<LOD;31,99;0,38;0,15;169,84;8,25;<LOD;34,94;33,85;8,77;129,54;16,69;<LOD;101,51;44567,24;212,4;644,43;40,61;<LOD;7,02;<LOD;4,08;505352,38;3212,03;16,41;1,61;24,97;1,88;<LOD;47,91;<LOD;1,5;<LOD;1,5;<LOD;1,5;214,19;11,84;142,58;7,59;4682;49,47;252,86;23,1;158,53;19;625,15;25,89;23446,66;144,68;29469,17;217,49;26,46;2,9;474,42;114,92;29,39;9,01;463,79;17,14;60,5;6,95;<LOD;0,78;42,32;6,1;174012,27;1853,4;1937,85;79,73;195428,33;942,04;6564,23;59,63;<LOD;1806,53
341;09.10.2023 09:51;TestAll Geo;330;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;296,8;3,7;30,77;1,42;<LOD;3,05;32,71;1,75;5,93;0,67;10,98;2,87;<LOD;1,79;9,6;2,45;<LOD;29,28;0,4;0,15;16,12;4,7;<LOD;32,11;42,55;8,59;113,71;15,87;<LOD;94;35426,11;188,12;309,34;33,69;<LOD;6,47;<LOD;3,67;638635,69;2155,32;22,31;1,61;21,85;1,49;<LOD;41,13;<LOD;1,5;<LOD;1,5;<LOD;1,5;228,89;10,92;126,22;6,94;7253,33;56,85;353,88;22,72;224,1;18,51;472,94;22,41;1173,31;36,59;6245,05;97,99;<LOD;1,18;316,84;78,59;33,5;8,07;430,88;15,12;48,09;6,11;<LOD;0,67;32,27;5,26;95779,79;1090,07;5128,88;88,16;200258,08;947,82;2163,5;31,51;<LOD;1252,3
342;09.10.2023 10:06;TestAll Geo;330,01;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;317,35;3,76;31,78;1,42;<LOD;3,14;35,61;1,79;5,29;0,64;14,56;2,91;<LOD;1,58;8,15;2,45;<LOD;29,27;0,34;0,14;13,58;4,67;<LOD;32,23;40,85;8,42;99,83;15,51;<LOD;96,53;40420,59;198,37;322,17;33,85;<LOD;6,4;<LOD;3,63;630737,56;2147,97;24,07;1,61;22,61;1,49;<LOD;40,11;<LOD;1,5;<LOD;1,5;<LOD;1,5;235,63;11,78;131,06;7,28;7514,15;58,91;315,52;22,05;204,73;18,08;425,95;22,03;1180,31;39,67;7061,12;109,34;<LOD;1,28;333,46;85,63;27,41;8;430,93;15,03;45,19;6,05;<LOD;0,67;37,79;5,34;97483,2;1096,68;4270,16;81,38;202158,8;931,59;2122,27;30,89;<LOD;1243,63
343;09.10.2023 10:25;TestAll Geo;330,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;300,08;3,64;31,08;1,39;<LOD;3,07;33,29;1,74;5,1;0,63;15,54;2,95;<LOD;1,76;7,56;2,45;<LOD;29,33;0,27;0,14;16,21;4,62;<LOD;32,27;32,35;8,18;109,38;15,4;<LOD;90,98;34709,76;182,55;301,3;32,85;<LOD;6,48;<LOD;3,64;650459,31;2068,69;23,64;1,59;20,28;1,44;<LOD;38,39;<LOD;1,5;<LOD;1,5;<LOD;1,5;214,7;10,87;122,36;6,8;7030,18;55,31;341,76;22,49;207,09;18,25;494,28;22,65;1045,44;35,48;6135,1;97,7;2,12;0,79;320,86;78,45;47,76;8,19;467,41;15,49;58,81;6,25;<LOD;0,69;36,93;5,39;96277,32;1060,06;5978,11;91,01;188232,11;894,49;2358,55;31,44;<LOD;1201,54
