Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cd;Cd Error;Ag;Ag Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Ce;Ce Error;La;La Error;Ba;Ba Error;Ca;Ca Error;K;K Error;Sc;Sc Error;S;S Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Pd;Pd Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error
286;05.10.2023 10:37;TestAll Geo;330,12;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;109,2;2,73;198,74;3,08;<LOD;4,88;159,9;3,22;4,61;0,69;27,05;3,38;<LOD;1,89;11,95;2,85;<LOD;31,25;0,48;0,15;149,35;7,79;<LOD;34,56;31,57;8,56;122,22;16,23;<LOD;98,61;42662,45;205,59;668,33;40,62;<LOD;6,95;<LOD;4,07;506077,88;3185,84;16,82;1,59;26,04;1,87;<LOD;46,21;<LOD;1,5;<LOD;1,5;<LOD;1,5;214,67;12,01;140,67;7,51;4716,39;49,37;293,81;23,35;177,52;19,04;630,53;25,27;21972,44;141,77;30099,97;221,19;24,76;2,83;649,02;120,33;28,17;8,77;450,05;16,6;56,95;6,73;<LOD;0,75;37,45;5,84;177184,14;1861,97;1513,26;75,68;195437,03;941,06;7074,98;61,86;<LOD;1752,66
287;05.10.2023 10:42;TestAll Geo;330,1;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;108,67;2,75;198,35;3,09;5,4;3,33;160,8;3,25;4,99;0,71;28,1;3,43;<LOD;1,89;13,25;2,91;<LOD;31,27;0,39;0,15;141,08;7,68;<LOD;34,76;25,91;8,51;140,33;16,54;<LOD;98,9;42759,01;207,05;666,52;40,84;<LOD;7,05;<LOD;4,09;504103,84;3224,16;16,11;1,59;24,02;1,86;<LOD;46,77;<LOD;1,5;<LOD;1,5;<LOD;1,5;212,14;11,92;137,23;7,44;4680,97;48,95;260,39;23,18;178,9;19,23;642,2;25,26;21854,13;140,43;29987,87;219,26;28,44;2,83;583,17;117,82;29,09;8,75;470,84;16,71;53,51;6,69;<LOD;0,75;42,16;5,92;178966,84;1890,36;1570,5;77,09;195929,56;950,59;7099,67;62,56;<LOD;1764,1
288;05.10.2023 10:50;TestAll Geo;330,56;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;334,33;3,74;44,57;1,55;<LOD;3,18;37,28;1,79;5,44;0,63;15,34;2,86;<LOD;1,53;9,89;2,43;<LOD;27,52;0,39;0,14;32,9;4,86;<LOD;29,31;<LOD;12,59;<LOD;25,72;<LOD;88,06;32602,84;172,89;251,12;30,76;<LOD;5,74;<LOD;3,23;581116,38;2283,18;25,6;1,57;21,67;1,44;<LOD;38,11;<LOD;1,5;<LOD;1,5;<LOD;1,5;217,24;11,77;111,13;6,4;7614,96;55,36;271,69;19,49;177,1;16,04;373,76;20,1;1517,04;38,78;7447,29;103,76;2,62;0,93;383,79;84,48;<LOD;10,84;404,66;13,7;40,33;5,54;<LOD;0,61;32,43;4,83;116413,48;1190,18;5848,56;89,21;238432,38;1015,58;2186,46;30,31;<LOD;1208,33
289;05.10.2023 10:58;TestAll Geo;330,38;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;336,02;3,85;44,32;1,59;<LOD;3,3;43,84;1,93;5,38;0,65;13,97;2,91;<LOD;1,64;8,55;2,44;<LOD;28,71;0,31;0,14;41,29;5,26;<LOD;30,76;32,56;8,01;<LOD;27,09;<LOD;91,45;34359,43;182,13;284,68;32,43;<LOD;5,96;<LOD;3,4;582688,44;2322,73;23,01;1,6;26,83;1,57;<LOD;40,2;<LOD;1,5;<LOD;1,5;<LOD;1,5;211,7;11,64;123,11;6,71;7371,84;55,89;338,99;20,98;210,19;17,05;497,37;21,3;1735,58;42,82;8227,86;113,15;1,54;0,94;395,31;85,68;17,63;7,56;419,57;14,2;44,08;5,74;<LOD;0,64;35,04;5,02;115883,96;1205,94;5280,54;86,67;235650,44;1036,75;1849,07;29,01;<LOD;1240,93
290;05.10.2023 11:14;TestAll Geo;330,36;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;308,45;3,63;40,9;1,51;<LOD;3,23;41,46;1,86;5,13;0,62;14,52;2,86;<LOD;1,56;6,47;2,35;<LOD;28,28;<LOD;0,2;33,69;4,9;<LOD;29,39;43,99;8,01;<LOD;26,54;<LOD;87,93;31750,08;171,63;292,68;31,5;<LOD;5,73;<LOD;3,21;579531,5;2283,58;24,91;1,57;19,78;1,44;<LOD;38,06;<LOD;1,5;<LOD;1,5;<LOD;1,5;200,36;11,76;110,31;6,48;7446,39;55,46;288,32;19,84;190,59;16,33;402,47;20,24;1686,81;41,27;7723,15;107,6;2,47;0,96;374,75;85,71;<LOD;10,96;415,37;13,77;40,08;5,54;<LOD;0,61;39,57;4,96;118149,84;1184,87;5504,28;85,31;239423,59;1019,32;1770,4;27,49;<LOD;1193,31
291;05.10.2023 11:23;TestAll Geo;330,49;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;246,77;3,69;390,28;4,18;<LOD;3,82;43,4;1,99;5,06;0,65;18,83;3,09;<LOD;1,72;5,24;2,48;<LOD;29,06;0,36;0,14;34,28;4,89;<LOD;31,6;<LOD;13,28;99,4;14,99;<LOD;76,61;19532,66;137,63;310,34;31,7;<LOD;6,05;<LOD;3,39;591833,63;2262,83;18,89;1,56;26,87;1,59;<LOD;40,06;<LOD;1,5;<LOD;1,5;<LOD;1,5;53,81;8,82;166,2;5,47;4806,48;39,74;315,02;21,47;195,88;17,53;1702,62;27,06;11644,43;80,43;11018,12;109,11;3,71;1,59;293,39;70,58;48,62;7,85;463,89;14,74;51,82;5,89;<LOD;0,66;38,33;5,17;107988,16;1136,4;924,23;52,21;241393,83;1071,59;1865,2;28,56;<LOD;1178,77
292;05.10.2023 11:40;TestAll Geo;330,6;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;262,19;3,86;402,04;4,34;<LOD;3,88;41,32;2,01;5,01;0,67;16,48;3,1;<LOD;1,79;5,01;2,49;<LOD;30,81;0,44;0,15;32,69;5;<LOD;33,69;<LOD;13,67;120,41;15,67;<LOD;77,61;19100,6;139,36;306,46;32,5;<LOD;6,12;<LOD;3,44;574524,81;2362,66;18,25;1,58;23,82;1,58;<LOD;40,17;<LOD;1,5;<LOD;1,5;<LOD;1,5;60,92;9,09;167,18;5,58;4699,17;40,3;382,91;22,38;223,92;18,02;2083,22;29,46;11394,11;82,02;10422,19;109,9;4,43;1,63;256,54;71,29;125,61;8,44;527,81;15,71;78,21;6,33;<LOD;0,7;46,66;5,51;113564,2;1182,83;707,66;50,07;254498,25;1116,78;1872,35;28,63;<LOD;1195,18
293;05.10.2023 11:50;TestAll Geo;330,46;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;251,16;3,75;420,86;4,35;<LOD;3,95;49,32;2,05;4,92;0,65;18,1;3,09;<LOD;1,8;5,64;2,5;<LOD;30,02;0,34;0,14;39,54;5,14;<LOD;31,98;<LOD;14,05;<LOD;28,36;<LOD;81,34;23890,83;152,41;360,2;33,07;<LOD;6,75;<LOD;3,78;608261,5;2294,68;21,48;1,59;28,61;1,62;<LOD;40,41;<LOD;1,5;<LOD;1,5;<LOD;1,5;73,21;8,23;208,27;6,27;5339,74;44,24;260,76;22,64;182,11;18,8;1926,12;31,56;12206,1;79,51;9895,76;101,36;<LOD;2,33;327,71;68,01;51,42;8,91;485,83;16,85;57,22;6,74;<LOD;0,75;40,84;5,91;97285,06;1139,87;974,48;60,68;225822,59;1013,1;2386,81;34,54;<LOD;1348,65
294;05.10.2023 11:57;TestAll Geo;330,5;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;326,76;3,7;51,45;1,64;<LOD;3,12;35,27;1,74;4,11;0,59;17,44;2,91;<LOD;1,59;4,13;2,35;<LOD;28,31;<LOD;0,2;30,29;4,77;<LOD;29,52;34,22;7,98;<LOD;25,85;<LOD;84,79;28668,88;162,14;170,33;28,12;<LOD;6,31;<LOD;3,62;589276,38;2300,96;22,74;1,53;23,35;1,45;<LOD;36,33;<LOD;1,5;<LOD;1,5;<LOD;1,5;152,24;9,26;107,32;6,46;7400,62;54,86;177,96;19,89;123;16,6;327,72;22,37;1225,44;33,43;6197,4;88,42;<LOD;1,06;414,35;71,15;<LOD;11,89;392,41;15,32;37,21;6,23;<LOD;0,69;40,68;5,61;101103,84;1140,97;3418,36;79,34;251851,73;1047,09;2408,45;34,03;<LOD;1311,29
295;05.10.2023 12:12;TestAll Geo;330,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;312,18;5,37;48;1,97;<LOD;300000;30,92;2,06;<LOD;186,12;10,13;3,65;<LOD;2,51;<LOD;6,53;<LOD;39,39;<LOD;300000;<LOD;9,95;<LOD;300000;<LOD;18,64;<LOD;36,41;<LOD;97,73;29224,75;249,16;<LOD;72,36;<LOD;9,12;<LOD;5,46;619114,94;2697,57;18,45;1,8;21,27;1,7;<LOD;44,57;<LOD;1,5;<LOD;1,5;<LOD;1,5;57,72;4,67;96,05;6,18;3304,62;28,45;272,49;28,89;160,73;23,54;463,65;30,81;666,06;17,43;2949,34;47,39;<LOD;0,54;310,13;41,83;<LOD;16,36;414,21;20,69;47,65;8,44;<LOD;0,93;36,56;7,4;94758,2;1309,71;2675,18;99,61;230951,5;1233,13;4469,48;54,98;<LOD;1682,58
296;05.10.2023 12:23;TestAll Geo;537,41;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;323,63;2,73;48,83;1,19;<LOD;2,26;35,5;1,29;4,84;0,45;16,73;2,16;<LOD;1,5;4,53;1,75;<LOD;20,79;0,33;0,1;26,55;3,52;<LOD;23,26;41,93;6,3;73,6;11,21;53,29;34,87;29106,07;121,05;221,94;22,02;<LOD;4,83;<LOD;2,62;637965,56;1859,57;20,51;1,12;24;1,08;<LOD;27,9;<LOD;1,5;<LOD;1,5;<LOD;1,5;89,17;4,82;82,17;3,98;4899,86;29,92;265,66;17,05;152,81;13,9;717,75;20,28;871,42;17,53;4298,84;47,29;1;0,38;334,88;39,68;90,79;7,16;553,2;13,74;90,68;5,58;1,6;0,41;50,67;4,83;84184,15;968,88;4075,98;82,99;220782,98;838,13;2826,15;34,52;<LOD;1279,83
297;05.10.2023 12:31;TestAll Geo;330,02;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;298,68;3,71;44,18;1,61;<LOD;3,03;26,09;1,64;5,79;0,66;20,6;3,14;<LOD;1,75;<LOD;3,78;<LOD;29,59;0,45;0,15;35,55;5,46;<LOD;33,39;31,28;8,38;98,45;15,95;<LOD;103,57;48561,88;219,46;338,59;35,41;<LOD;6,41;<LOD;3,69;598422,38;2338,16;22,28;1,62;32,38;1,62;<LOD;40,81;<LOD;1,5;<LOD;1,5;<LOD;1,5;235,87;11,62;118,14;6,94;6547,06;53,93;312,21;21,92;191,97;17,84;572,65;23,47;1277,14;39,1;5386,46;97,98;1,47;0,87;332,34;84,71;<LOD;12,16;410,52;15,31;45,38;6,23;<LOD;0,69;38,34;5,51;121106,11;1255,8;5062,86;86,65;205312,83;933,36;2046,44;30,37;<LOD;1280,81
298;05.10.2023 12:42;TestAll Geo;330,05;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;285,42;3,56;38,22;1,5;<LOD;2,96;25,12;1,58;5,37;0,64;18,19;3;<LOD;1,69;6,22;2,47;<LOD;29,81;0,37;0,14;30,38;5,16;<LOD;31,99;<LOD;13;<LOD;27,79;<LOD;101,33;47180,68;211,77;294,22;33,54;<LOD;6,32;<LOD;3,58;598260,94;2276,53;19,83;1,56;30,67;1,56;<LOD;39,84;<LOD;1,5;<LOD;1,5;<LOD;1,5;207,95;11,58;106,79;6,61;5618,43;49,04;280,08;21,21;172,1;17,33;442,08;22,03;1222,84;38,13;4474,22;92;1,33;0,85;246,97;81,92;<LOD;11,55;385,33;14,61;33,11;5,91;<LOD;0,66;32,79;5,21;116622,26;1208,33;4075,67;78,81;214254,28;941,62;2055,7;29,92;<LOD;1245,74
299;05.10.2023 12:49;TestAll Geo;330,62;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;332,42;4,1;51,97;1,81;<LOD;3,35;28,54;1,79;6,32;0,72;21,37;3,35;<LOD;2,03;6,2;2,74;<LOD;31,33;0,39;0,16;38,6;5,99;<LOD;35,67;<LOD;14,47;127,16;17,56;<LOD;115,57;60426,36;257,23;388,9;39,56;<LOD;6,76;<LOD;3,77;564237,31;2553,39;24,95;1,75;35,98;1,77;<LOD;45,71;<LOD;1,5;<LOD;1,5;<LOD;1,5;234,08;11,24;110,64;6,91;6432,92;53,86;305,11;22,89;189,77;18,69;633,27;24,65;1234,79;38,08;5077,04;95,2;1,64;0,85;273,61;81,76;14,08;8,49;452,5;16,2;53,54;6,53;<LOD;0,72;41,86;5,78;137504,03;1384,59;7122,52;99,75;211367,81;956,66;2178,11;30,91;<LOD;1340,22
300;05.10.2023 13:01;TestAll Geo;330,55;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;477,04;4,85;63,75;1,99;<LOD;3,64;36,95;1,99;5,03;0,69;17,87;3,28;<LOD;2,08;8,2;2,76;<LOD;32,89;0,28;0,16;42,88;6,24;<LOD;36,73;<LOD;15,38;85,62;17,69;<LOD;115,87;61330,85;261,74;347,64;38,95;<LOD;7,45;<LOD;4,34;565210,69;2654,64;26,3;1,77;33,57;1,77;<LOD;43,91;<LOD;1,5;<LOD;1,5;<LOD;1,5;202,12;9,8;105,51;7,9;7402,1;63,74;237,61;23,79;153;19,6;366,3;25,14;1042,72;34,6;6259,96;96,59;1,47;0,75;394,09;78,68;<LOD;13,24;352,56;16,71;27,42;6,81;<LOD;0,75;30,25;6,02;117478,76;1378,4;7492,78;114,08;224163,36;1023,06;2839,09;39;<LOD;1611,29
301;05.10.2023 13:07;TestAll Geo;330,43;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;503,89;5,51;66,19;2,24;<LOD;3,98;42,23;2,28;6,4;0,82;21,11;3,81;<LOD;2,76;9,94;3,23;<LOD;39,88;<LOD;0,27;52,8;7,53;<LOD;45,96;46,72;11,76;118,2;21,52;<LOD;133,08;71459,55;312,96;436,28;46,58;<LOD;9,07;<LOD;5,27;562706,06;2963,58;28,42;2,01;39,14;2,07;<LOD;52,46;<LOD;1,5;<LOD;1,5;<LOD;1,5;149,93;7,52;98,9;7,94;5093,25;47,38;253,25;29,01;155,67;23,81;336,94;28,53;814,97;26,77;4384,38;74,33;<LOD;0,86;310,28;62,73;<LOD;15,12;382,64;19,43;26,08;7,77;<LOD;0,85;28,03;6,83;115173,45;1514,23;6538,52;121,9;221955,19;1129,39;3658,71;48,67;<LOD;1871
302;05.10.2023 13:15;TestAll Geo;330,41;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;402,13;4,59;59,71;1,98;<LOD;3,47;31,8;1,9;4,47;0,68;15,06;3,25;<LOD;2,19;8,72;2,76;<LOD;34,11;<LOD;0,23;27,8;5,92;<LOD;37,61;27,48;9,78;79,76;18,25;<LOD;116,58;56792,8;257,64;287,74;38,02;<LOD;7,81;<LOD;4,58;612650,06;2420,24;24,76;1,79;33,89;1,8;<LOD;43,24;<LOD;1,5;<LOD;1,5;<LOD;1,5;124,55;7,86;101,52;6,85;4727,74;47,22;226,72;24,75;120,63;20,1;344,1;25,97;981,65;28,46;3993,28;72,63;1,26;0,62;255,37;62,28;<LOD;13,67;351,59;17,34;22,51;7,02;<LOD;0,78;30,9;6,26;98844,68;1222,08;2708,08;81,38;207769,09;1008,7;3025,3;39,82;<LOD;1483,49
303;05.10.2023 13:22;TestAll Geo;330,43;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;464,79;4,58;53,7;1,78;<LOD;3,68;63,5;2,28;6,16;0,7;16,62;3,12;<LOD;1,88;5,73;2,55;<LOD;30,71;0,34;0,15;18,92;5,17;<LOD;33,01;<LOD;14,17;100,41;16,61;<LOD;107,45;53620,72;234,52;345,02;36,69;<LOD;6,83;<LOD;3,99;558432,63;2518,13;25,07;1,67;19,07;1,57;<LOD;44,93;<LOD;1,5;<LOD;1,5;<LOD;1,5;189,48;10,47;94,95;6,96;6760,74;55,84;262,49;22,76;152,94;18,57;567,37;25,29;806,67;35,46;8083,73;111,93;1,3;0,75;385,64;83,95;41,85;8,99;478,97;17,11;68,33;6,96;<LOD;0,77;45,46;6,11;116832,84;1295,38;5931,57;97,34;241278,55;1027,19;2306,05;33,67;<LOD;1420,85
304;05.10.2023 13:34;TestAll Geo;330,78;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;461,7;4,56;60,34;1,86;<LOD;3,73;65,84;2,32;6,55;0,71;18,86;3,2;<LOD;1,86;4,02;2,56;<LOD;30,81;<LOD;0,21;15,38;5,08;<LOD;32,9;<LOD;13,31;109,09;16,25;<LOD;108,42;56856,73;240,59;399,33;37,93;<LOD;6,25;<LOD;3,54;525791,88;2608,87;25,73;1,68;20,97;1,6;<LOD;45,02;<LOD;1,5;<LOD;1,5;<LOD;1,5;241,2;13,13;101,09;7,22;7118,82;58,08;296,46;21,44;187,48;17,55;540,12;23,01;1099,55;41,26;9734,11;134,11;2,28;0,98;264,35;97,77;25,42;8,14;446,05;15,4;49,71;6,19;<LOD;0,69;44,19;5,55;133925,66;1374,9;7666,93;103,12;251577,91;1044,78;2276,78;31,51;<LOD;1403,26
305;05.10.2023 13:42;TestAll Geo;330,42;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;432,08;4,51;47,82;1,73;<LOD;3,76;61,07;2,3;6,35;0,72;19,47;3,28;<LOD;2,04;5,24;2,66;<LOD;31,77;0,24;0,15;10,29;5,08;<LOD;35,15;<LOD;14,57;99,26;17,37;168,73;69,54;54770,81;241,3;324,89;37,04;<LOD;7,09;<LOD;4,1;528384,69;2754,56;24,7;1,7;17,83;1,57;<LOD;45,46;<LOD;1,5;<LOD;1,5;<LOD;1,5;182,61;10,19;101,4;7,34;6894,98;58,07;251,8;23,09;157,88;18,97;402,31;24,72;845,72;34,92;7541,74;107,53;1,53;0,74;373,79;81,85;<LOD;13,29;410,97;16,81;46,55;6,85;<LOD;0,77;37,28;6,03;129719,13;1442,54;5462,77;99,24;257127,41;1087,25;2761,96;37,9;<LOD;1546,81
306;05.10.2023 13:50;TestAll Geo;330,56;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;336,42;5,97;65,19;2,35;<LOD;300000;36,43;2,34;<LOD;215,51;16,88;4,09;<LOD;2,93;<LOD;7,38;<LOD;43,04;<LOD;300000;33,25;7,73;<LOD;300000;<LOD;19,7;<LOD;39,25;<LOD;131,28;58715,08;391,66;<LOD;72,69;<LOD;9,54;<LOD;5,78;628990,56;2725,85;24,39;2,02;35,58;2,06;<LOD;52,5;<LOD;1,5;<LOD;1,5;<LOD;1,5;87,98;5,67;113,05;6,93;2872,19;31,59;172,26;28,42;112,36;23,62;89,65;27,88;712,82;20,28;2724,06;52,93;<LOD;0,65;253,22;47,79;<LOD;14,96;283,29;19,19;<LOD;11,72;<LOD;0,86;20,38;6,92;89024,05;1319,47;<LOD;119,44;201718,17;1125,76;4363,19;54,93;<LOD;1831,8
307;05.10.2023 13:58;TestAll Geo;330,31;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;368,16;4,1;64,03;1,88;<LOD;3,3;37,07;1,86;5,77;0,67;20,48;3,17;<LOD;1,84;5,7;2,59;<LOD;30,2;<LOD;0,21;23,56;5,1;<LOD;33,33;<LOD;13,93;<LOD;29,29;<LOD;100,97;43536,7;208,91;283,06;33,8;<LOD;6,88;<LOD;3,88;597694,06;2323,89;22,95;1,64;33,63;1,68;<LOD;42,04;<LOD;1,5;<LOD;1,5;<LOD;1,5;142,14;9,13;120,2;6,67;6204,86;51,5;228,99;22,08;126,88;17,98;386,12;23,89;1235,76;33,52;5065,51;84,08;1,33;0,72;360,36;71,17;<LOD;12,56;381,44;16,04;40,55;6,57;<LOD;0,73;41,12;5,91;102895,42;1177,2;807,96;59,27;232105,41;1029,81;2461,23;34,67;<LOD;1346,56
308;05.10.2023 14:08;TestAll Geo;330,28;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;372,02;4,38;68,27;2,05;4,28;2,47;37,42;2,01;5,53;0,71;22,46;3,43;<LOD;2,06;<LOD;4,15;<LOD;34,24;0,31;0,16;34,22;5,85;<LOD;37,27;<LOD;13,81;64,28;17,52;<LOD;108,44;46182,89;228,65;246,95;35,33;<LOD;7,7;<LOD;4,45;624954,25;2315,67;23,13;1,75;34,81;1,81;<LOD;43,88;<LOD;1,5;<LOD;1,5;<LOD;1,5;102,45;7,32;110,94;6,56;4378,06;43,32;215,62;24,11;126,84;19,76;320,85;25,93;1045,91;27,49;4028,25;68,97;1,39;0,59;346,23;60,27;<LOD;13,64;347,58;17,38;17,03;7;<LOD;0,79;29,88;6,27;89760,53;1134,6;458,91;62,85;215472,41;1047,72;3070,95;39,96;<LOD;1424,3
309;05.10.2023 14:17;TestAll Geo;330,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;298,41;3,95;270,98;3,6;<LOD;4,02;62,38;2,3;6,91;0,73;20,15;3,23;<LOD;1,94;<LOD;5,52;<LOD;31,14;0,28;0,15;100,11;6,93;<LOD;33,92;48,87;9,07;<LOD;29,28;<LOD;100,47;42428,6;207,1;643,59;40,48;<LOD;6,96;<LOD;4,01;560495,81;2569,37;26,14;1,69;27,89;1,68;<LOD;45,89;<LOD;1,5;<LOD;1,5;<LOD;1,5;135,4;9,57;173,03;7,26;6375,09;53,49;214,09;22,34;134,5;18,43;998,43;26,6;7914,07;74,78;13015,61;128,56;<LOD;2,18;405,18;81,56;<LOD;12;314,98;15,06;15,93;6,15;<LOD;0,68;25,84;5,44;102376,09;1254,29;5803,76;101,39;246323,86;1049,17;2685,84;37,84;<LOD;1605,45
310;05.10.2023 14:26;TestAll Geo;330,42;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;255,59;3,52;220,24;3,13;<LOD;3,59;50,8;2,01;4,89;0,63;17,63;2,98;<LOD;1,73;<LOD;5;<LOD;29,51;0,34;0,14;37,24;5,05;<LOD;31,35;<LOD;13,17;93,16;15,17;<LOD;87,45;30625,07;168,88;439,8;34,31;<LOD;6,56;<LOD;3,72;570550,31;2339,47;22,08;1,56;26,56;1,56;<LOD;39,43;<LOD;1,5;<LOD;1,5;<LOD;1,5;118,05;9,64;191,7;6,97;5842,69;49,22;261,98;21,99;158,94;17,99;1320,81;27,9;5653,12;64,32;11939,79;122,73;3,47;1,28;397,7;79,31;<LOD;12,58;409,97;15,72;44,27;6,39;<LOD;0,71;36,02;5,62;98295,63;1151,85;2115,18;69,87;260958,34;1090,16;2354,49;34,01;<LOD;1368,23
311;05.10.2023 14:33;TestAll Geo;330,18;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;319,7;7;300,9;5,67;<LOD;300000;68,69;3,25;<LOD;259,95;13,72;4,61;<LOD;3,77;<LOD;8,36;<LOD;54,93;<LOD;300000;144,65;12,17;<LOD;300000;30,26;17,3;<LOD;49,42;<LOD;146,17;54538,38;436,45;782,92;73,53;<LOD;11,05;<LOD;6,86;549116,81;3688,41;26,62;2,35;30,73;2,38;<LOD;63,24;<LOD;1,5;<LOD;1,5;<LOD;1,5;65,39;4,68;31,95;6,98;2275,76;26,82;114,26;31,61;84,64;26,64;241,44;31,33;4007,17;36,43;5689,47;61,9;1,64;0,72;293,99;44,61;<LOD;14,66;132,88;18,72;<LOD;11,37;<LOD;0,86;<LOD;10,61;101767,62;1709,13;5254,87;145,38;241111,11;1380,87;6353,35;77,51;<LOD;2611,33
312;05.10.2023 14:44;TestAll Geo;330,25;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;288,7;3,54;105,71;2,2;<LOD;3,22;38,13;1,79;5,51;0,63;19,6;2,97;<LOD;1,58;3,95;2,38;<LOD;28;0,27;0,13;26,38;4,67;<LOD;29,56;<LOD;12,79;<LOD;25,74;<LOD;87,09;32410,48;170,86;237,97;29,82;<LOD;5,94;<LOD;3,37;591213,56;2222,1;23,95;1,56;32,13;1,58;<LOD;38,18;<LOD;1,5;<LOD;1,5;<LOD;1,5;149,35;10,19;121,9;6,13;5756,74;46,92;183,68;18,95;123,12;15,76;254,2;20,51;3466,21;52,58;8543,59;107,59;2,45;1,07;410,1;78,89;<LOD;10,81;326,15;13,8;16,18;5,61;<LOD;0,62;29,32;5,02;106007,66;1136,81;256,31;48,19;242536,36;1040,24;2152,76;31,05;<LOD;1217,83
313;05.10.2023 14:50;TestAll Geo;330,56;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;292,22;3,8;103,42;2,33;<LOD;3,51;39,84;1,95;5,95;0,69;20,1;3,19;<LOD;1,86;<LOD;5,55;<LOD;32,14;0,41;0,15;26,49;5,17;<LOD;34,43;29,22;8,89;54,43;16;<LOD;95,35;35019,23;190,08;253,99;32,41;<LOD;7,23;<LOD;4,16;599064,19;2422,9;25,8;1,69;32,26;1,7;<LOD;42,47;<LOD;1,5;<LOD;1,5;<LOD;1,5;126,9;7,78;125,07;6,51;4556,5;44,71;165,63;21,94;84,6;17,94;89,35;22,67;2515,61;39,18;6605,17;83,59;1,29;0,79;292,5;60,61;<LOD;12,12;284,4;15,59;<LOD;9,53;<LOD;0,71;26,29;5,74;100012,23;1212,58;94,99;59,8;235967,86;1095,12;3071,36;40,59;<LOD;1463,8
314;05.10.2023 14:57;TestAll Geo;330,05;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;<LOD;1,5;273,6;3,53;94,22;2,14;<LOD;3,21;31,92;1,73;5,14;0,63;21,68;3,08;<LOD;1,56;<LOD;5,01;<LOD;28,35;0,33;0,14;24,05;4,61;<LOD;30,6;<LOD;13,17;98,14;14,89;<LOD;83,43;25607,33;155,88;338,01;32,17;<LOD;6,02;<LOD;3,39;592290,06;2249,39;21,14;1,56;25,98;1,52;<LOD;38,74;<LOD;1,5;<LOD;1,5;<LOD;1,5;130,45;9,7;112,04;5,65;5382,13;44,06;329,83;21,1;202,41;17,15;794,43;23,32;3435,47;50,81;8650,03;104,79;1,58;1,02;359,36;74,52;49,79;7,91;464,37;14,9;62,41;6,05;<LOD;0,66;39,85;5,25;112784,64;1156,63;617,02;49,56;241141,22;1064,29;2083,35;29,77;<LOD;1159,5
